Date;file;Day;Month;Year;Hour;Minute;Second;TFSD_avian;TFSD_human
2022-11-30 00:40:00;Basamba\SWIFT14_20221130_004000.wav;30;11;2022;0;40;0;0.47;0.17
2022-11-30 00:40:00;Basamba\SWIFT11_20221130_004000.wav;30;11;2022;0;40;0;0.41;0.21
2022-11-30 00:40:00;Basamba\SWIFT9_20221130_004000.wav;30;11;2022;0;40;0;0.49;0.22
2022-11-30 00:40:00;Basamba\SWIFT 12_20221130_004000.wav;30;11;2022;0;40;0;0.59;0.18
2022-11-30 00:40:00;Basamba\SWIFT 02_20221130_004000.wav;30;11;2022;0;40;0;0.53;0.23
2022-11-30 00:40:00;Basamba\SWIFT 16_20221130_004000.wav;30;11;2022;0;40;0;0.43;0.39
2022-11-30 00:40:00;Basamba\SWIFT1_20221130_004000.wav;30;11;2022;0;40;0;0.21;0.68
2022-11-30 00:40:00;Basamba\SWIFT10_20221130_004000.wav;30;11;2022;0;40;0;0.58;0.14
2022-11-30 00:40:00;Basamba\SWIFT 19_20221130_004000.wav;30;11;2022;0;40;0;0.42;0.48
2022-11-30 00:40:00;Basamba\SWIFT7_20221130_004000.wav;30;11;2022;0;40;0;0.41;0.31
2022-11-30 00:40:00;Basamba\SWIFT8_20221130_004000.wav;30;11;2022;0;40;0;0.7;0.09
2022-11-30 00:40:00;Basamba\SWIFT6_20221130_004000.wav;30;11;2022;0;40;0;0.24;0.64
2022-11-30 00:40:00;Basamba\SWIFT20_20221130_004000.wav;30;11;2022;0;40;0;0.82;0.08
2022-11-30 00:40:00;Basamba\SWIFT18_20221130_004000.wav;30;11;2022;0;40;0;0.44;0.29
2022-11-30 00:40:00;Basamba\SWIFT 03_20221130_004000.wav;30;11;2022;0;40;0;0.43;0.28
2022-11-30 00:40:00;Basamba\SWIFT17_20221130_004000.wav;30;11;2022;0;40;0;0.81;0.03
2022-11-30 00:40:00;Basamba\SWIFT5_20221130_004000.wav;30;11;2022;0;40;0;0.31;0.51
2022-11-30 00:40:00;Basamba\SWIFT4_20221130_004000.wav;30;11;2022;0;40;0;0.58;0.07
2022-11-30 00:40:00;Basamba\SWIFT15_20221130_004000.wav;30;11;2022;0;40;0;0.37;0.4
2022-11-30 02:40:00;Basamba\SWIFT10_20221130_024000.wav;30;11;2022;2;40;0;0.51;0.16
2022-11-30 02:40:00;Basamba\SWIFT 02_20221130_024000.wav;30;11;2022;2;40;0;0.41;0.42
2022-11-30 02:40:00;Basamba\SWIFT8_20221130_024000.wav;30;11;2022;2;40;0;0.67;0.1
2022-11-30 02:40:00;Basamba\SWIFT18_20221130_024000.wav;30;11;2022;2;40;0;0.3;0.49
2022-11-30 02:40:00;Basamba\SWIFT 03_20221130_024000.wav;30;11;2022;2;40;0;0.49;0.23
2022-11-30 02:40:00;Basamba\SWIFT15_20221130_024000.wav;30;11;2022;2;40;0;0.49;0.29
2022-11-30 02:40:00;Basamba\SWIFT20_20221130_024000.wav;30;11;2022;2;40;0;0.82;0.11
2022-11-30 02:40:00;Basamba\SWIFT5_20221130_024000.wav;30;11;2022;2;40;0;0.44;0.4
2022-11-30 02:40:00;Basamba\SWIFT1_20221130_024000.wav;30;11;2022;2;40;0;0.21;0.69
2022-11-30 02:40:00;Basamba\SWIFT11_20221130_024000.wav;30;11;2022;2;40;0;0.29;0.54
2022-11-30 02:40:00;Basamba\SWIFT7_20221130_024000.wav;30;11;2022;2;40;0;0.38;0.41
2022-11-30 02:40:00;Basamba\SWIFT 19_20221130_024000.wav;30;11;2022;2;40;0;0.28;0.66
2022-11-30 02:40:00;Basamba\SWIFT 16_20221130_024000.wav;30;11;2022;2;40;0;0.51;0.25
2022-11-30 02:40:00;Basamba\SWIFT17_20221130_024000.wav;30;11;2022;2;40;0;0.6;0.04
2022-11-30 02:40:00;Basamba\SWIFT9_20221130_024000.wav;30;11;2022;2;40;0;0.46;0.35
2022-11-30 02:40:00;Basamba\SWIFT4_20221130_024000.wav;30;11;2022;2;40;0;0.56;0.07
2022-11-30 02:40:00;Basamba\SWIFT 12_20221130_024000.wav;30;11;2022;2;40;0;0.69;0.18
2022-11-30 02:40:00;Basamba\SWIFT6_20221130_024000.wav;30;11;2022;2;40;0;0.22;0.68
2022-11-30 02:40:00;Basamba\SWIFT14_20221130_024000.wav;30;11;2022;2;40;0;0.45;0.22
2022-11-30 04:40:00;Basamba\SWIFT18_20221130_044000.wav;30;11;2022;4;40;0;0.13;0.82
2022-11-30 04:40:00;Basamba\SWIFT20_20221130_044000.wav;30;11;2022;4;40;0;0.62;0.37
2022-11-30 04:40:00;Basamba\SWIFT5_20221130_044000.wav;30;11;2022;4;40;0;0.28;0.66
2022-11-30 04:40:00;Basamba\SWIFT15_20221130_044000.wav;30;11;2022;4;40;0;0.88;0.11
