Date;file;Day;Month;Year;Hour;Minute;Second;ACI;ADI;AEI;BI;NDSI;ratioBA;antroPh;bioPh;Ht;M;AR;ROItotal;ROIcover
2022-05-27 06:40:00;Basamba\SWIFT1_20220527_064000.wav;27;5;2022;6;40;0;311.35;2.01;0.41;0.09;0.51;3.12;0.03;0.1;0.38;0.0;[1.];8552;9.13
2022-05-27 06:40:00;Basamba\SWIFT4_20220527_064000.wav;27;5;2022;6;40;0;316.88;1.13;0.82;0.21;0.86;13.78;0.03;0.38;0.46;0.01;[1.];5272;19.65
2022-05-27 06:40:00;Basamba\SWIFT12_20220527_064000.wav;27;5;2022;6;40;0;302.59;1.59;0.65;0.1;0.94;30.44;0.02;0.46;0.49;0.01;[1.];13416;8.68
2022-05-27 06:40:00;Basamba\SWIFT 02_20220527_064000.wav;27;5;2022;6;40;0;325.79;1.04;0.74;0.14;0.96;43.66;0.02;1.0;0.44;0.0;[1.];8352;8.18
2022-05-27 06:40:00;Basamba\SWIFT10_20220527_064000.wav;27;5;2022;6;40;0;317.48;2.16;0.3;0.1;0.46;2.73;0.04;0.1;0.39;0.0;[1.];8627;7.09
2022-05-27 06:40:00;Basamba\SWIFT9_20220527_064000.wav;27;5;2022;6;40;0;319.5;2.1;0.37;0.08;0.64;4.58;0.05;0.24;0.43;0.0;[1.];5147;13.53
2022-05-27 06:40:00;Basamba\SWIFT 16_20220527_064000.wav;27;5;2022;6;40;0;313.39;1.77;0.56;0.11;0.75;7.1;0.04;0.26;0.46;0.01;[1.];10538;7.96
2022-05-27 06:40:00;Basamba\SWIFT7_20220527_064000.wav;27;5;2022;6;40;0;309.77;1.15;0.8;0.18;0.73;6.4;0.07;0.44;0.53;0.01;[1.];8535;7.32
2022-05-27 06:40:00;Basamba\SWIFT14_20220527_064000.wav;27;5;2022;6;40;0;340.13;1.33;0.72;0.22;0.97;66.43;0.09;5.85;0.6;0.01;[1.];4983;9.4
2022-05-27 06:40:00;Basamba\SWIFT13_20220527_064000.wav;27;5;2022;6;40;0;310.65;2.24;0.24;0.12;0.73;6.34;0.03;0.19;0.39;0.0;[1.];7428;9.96
