Date;file;Day;Month;Year;Hour;Minute;Second;TFSD_avian;TFSD_human
2022-12-07 00:40:00;Basamba\SWIFT4_20221207_004000.wav;7;12;2022;0;40;0;0.56;0.13
2022-12-07 00:40:00;Basamba\SWIFT9_20221207_004000.wav;7;12;2022;0;40;0;0.5;0.28
2022-12-07 00:40:00;Basamba\SWIFT 12_20221207_004000.wav;7;12;2022;0;40;0;0.72;0.11
2022-12-07 00:40:00;Basamba\SWIFT 03_20221207_004000.wav;7;12;2022;0;40;0;0.49;0.11
2022-12-07 00:40:00;Basamba\SWIFT8_20221207_004000.wav;7;12;2022;0;40;0;0.72;0.15
2022-12-07 00:40:00;Basamba\SWIFT11_20221207_004000.wav;7;12;2022;0;40;0;0.33;0.51
2022-12-07 00:40:00;Basamba\SWIFT5_20221207_004000.wav;7;12;2022;0;40;0;0.42;0.45
2022-12-07 00:40:00;Basamba\SWIFT20_20221207_004000.wav;7;12;2022;0;40;0;0.36;0.61
2022-12-07 00:40:00;Basamba\SWIFT 16_20221207_004000.wav;7;12;2022;0;40;0;0.49;0.28
2022-12-07 00:40:00;Basamba\SWIFT6_20221207_004000.wav;7;12;2022;0;40;0;0.05;0.93
2022-12-07 00:40:00;Basamba\SWIFT18_20221207_004000.wav;7;12;2022;0;40;0;0.36;0.47
2022-12-07 00:40:00;Basamba\SWIFT15_20221207_004000.wav;7;12;2022;0;40;0;0.1;0.84
2022-12-07 00:40:00;Basamba\SWIFT17_20221207_004000.wav;7;12;2022;0;40;0;0.72;0.07
2022-12-07 00:40:00;Basamba\SWIFT10_20221207_004000.wav;7;12;2022;0;40;0;0.58;0.18
2022-12-07 00:40:00;Basamba\SWIFT7_20221207_004000.wav;7;12;2022;0;40;0;0.44;0.32
2022-12-07 00:40:00;Basamba\SWIFT 19_20221207_004000.wav;7;12;2022;0;40;0;0.16;0.82
2022-12-07 00:40:00;Basamba\SWIFT14_20221207_004000.wav;7;12;2022;0;40;0;0.5;0.16
2022-12-07 00:40:00;Basamba\SWIFT 02_20221207_004000.wav;7;12;2022;0;40;0;0.42;0.43
2022-12-07 00:40:00;Basamba\SWIFT1_20221207_004000.wav;7;12;2022;0;40;0;0.59;0.31
2022-12-07 02:40:00;Basamba\SWIFT20_20221207_024000.wav;7;12;2022;2;40;0;0.21;0.76
2022-12-07 02:40:00;Basamba\SWIFT14_20221207_024000.wav;7;12;2022;2;40;0;0.48;0.17
2022-12-07 02:40:00;Basamba\SWIFT17_20221207_024000.wav;7;12;2022;2;40;0;0.64;0.08
2022-12-07 02:40:00;Basamba\SWIFT18_20221207_024000.wav;7;12;2022;2;40;0;0.34;0.44
2022-12-07 02:40:00;Basamba\SWIFT1_20221207_024000.wav;7;12;2022;2;40;0;0.59;0.28
2022-12-07 02:40:00;Basamba\SWIFT9_20221207_024000.wav;7;12;2022;2;40;0;0.42;0.38
2022-12-07 02:40:00;Basamba\SWIFT7_20221207_024000.wav;7;12;2022;2;40;0;0.42;0.42
2022-12-07 02:40:00;Basamba\SWIFT11_20221207_024000.wav;7;12;2022;2;40;0;0.2;0.64
2022-12-07 02:40:00;Basamba\SWIFT6_20221207_024000.wav;7;12;2022;2;40;0;0.47;0.48
2022-12-07 02:40:00;Basamba\SWIFT15_20221207_024000.wav;7;12;2022;2;40;0;0.04;0.92
2022-12-07 02:40:00;Basamba\SWIFT 12_20221207_024000.wav;7;12;2022;2;40;0;0.65;0.1
2022-12-07 02:40:00;Basamba\SWIFT 03_20221207_024000.wav;7;12;2022;2;40;0;0.49;0.12
2022-12-07 02:40:00;Basamba\SWIFT4_20221207_024000.wav;7;12;2022;2;40;0;0.64;0.08
2022-12-07 02:40:00;Basamba\SWIFT10_20221207_024000.wav;7;12;2022;2;40;0;0.46;0.35
2022-12-07 02:40:00;Basamba\SWIFT5_20221207_024000.wav;7;12;2022;2;40;0;0.42;0.35
2022-12-07 02:40:00;Basamba\SWIFT 16_20221207_024000.wav;7;12;2022;2;40;0;0.47;0.31
2022-12-07 02:40:00;Basamba\SWIFT 02_20221207_024000.wav;7;12;2022;2;40;0;0.42;0.45
2022-12-07 02:40:00;Basamba\SWIFT8_20221207_024000.wav;7;12;2022;2;40;0;0.64;0.2
2022-12-07 02:40:00;Basamba\SWIFT 19_20221207_024000.wav;7;12;2022;2;40;0;0.12;0.85
2022-12-07 04:40:00;Basamba\SWIFT10_20221207_044000.wav;7;12;2022;4;40;0;0.25;0.62
2022-12-07 04:40:00;Basamba\SWIFT6_20221207_044000.wav;7;12;2022;4;40;0;0.18;0.79
2022-12-07 04:40:00;Basamba\SWIFT9_20221207_044000.wav;7;12;2022;4;40;0;0.47;0.39
2022-12-07 04:40:00;Basamba\SWIFT7_20221207_044000.wav;7;12;2022;4;40;0;0.32;0.58
2022-12-07 04:40:00;Basamba\SWIFT8_20221207_044000.wav;7;12;2022;4;40;0;0.64;0.11
2022-12-07 04:40:00;Basamba\SWIFT 19_20221207_044000.wav;7;12;2022;4;40;0;0.14;0.83
2022-12-07 04:40:00;Basamba\SWIFT1_20221207_044000.wav;7;12;2022;4;40;0;0.26;0.63
2022-12-07 04:40:00;Basamba\SWIFT4_20221207_044000.wav;7;12;2022;4;40;0;0.48;0.25
2022-12-07 04:40:00;Basamba\SWIFT15_20221207_044000.wav;7;12;2022;4;40;0;0.34;0.54
2022-12-07 04:40:00;Basamba\SWIFT 12_20221207_044000.wav;7;12;2022;4;40;0;0.79;0.17
2022-12-07 04:40:00;Basamba\SWIFT 03_20221207_044000.wav;7;12;2022;4;40;0;0.39;0.35
2022-12-07 04:40:00;Basamba\SWIFT5_20221207_044000.wav;7;12;2022;4;40;0;0.35;0.56
2022-12-07 04:40:00;Basamba\SWIFT11_20221207_044000.wav;7;12;2022;4;40;0;0.05;0.86
2022-12-07 04:40:00;Basamba\SWIFT18_20221207_044000.wav;7;12;2022;4;40;0;0.16;0.75
2022-12-07 04:40:00;Basamba\SWIFT 02_20221207_044000.wav;7;12;2022;4;40;0;0.39;0.53
2022-12-07 04:40:00;Basamba\SWIFT20_20221207_044000.wav;7;12;2022;4;40;0;0.1;0.88
