Date;file;Day;Month;Year;Hour;Minute;Second;TFSD_avian;TFSD_human
2022-12-16 00:40:00;Basamba\SWIFT20_20221216_004000.wav;16;12;2022;0;40;0;0.31;0.54
2022-12-16 00:40:00;Basamba\SWIFT18_20221216_004000.wav;16;12;2022;0;40;0;0.3;0.56
2022-12-16 00:40:00;Basamba\SWIFT15_20221216_004000.wav;16;12;2022;0;40;0;0.47;0.29
2022-12-16 00:40:00;Basamba\SWIFT 19_20221216_004000.wav;16;12;2022;0;40;0;0.15;0.79
2022-12-16 00:40:00;Basamba\SWIFT17_20221216_004000.wav;16;12;2022;0;40;0;0.69;0.09
2022-12-16 00:40:00;Basamba\SWIFT11_20221216_004000.wav;16;12;2022;0;40;0;0.27;0.65
2022-12-16 00:40:00;Basamba\SWIFT 03_20221216_004000.wav;16;12;2022;0;40;0;0.49;0.27
2022-12-16 00:40:00;Basamba\SWIFT1_20221216_004000.wav;16;12;2022;0;40;0;0.39;0.53
2022-12-16 00:40:00;Basamba\SWIFT14_20221216_004000.wav;16;12;2022;0;40;0;0.48;0.16
2022-12-16 00:40:00;Basamba\SWIFT8_20221216_004000.wav;16;12;2022;0;40;0;0.72;0.15
2022-12-16 00:40:00;Basamba\SWIFT 12_20221216_004000.wav;16;12;2022;0;40;0;0.54;0.05
2022-12-16 00:40:00;Basamba\SWIFT5_20221216_004000.wav;16;12;2022;0;40;0;0.45;0.33
2022-12-16 00:40:00;Basamba\SWIFT7_20221216_004000.wav;16;12;2022;0;40;0;0.33;0.57
2022-12-16 00:40:00;Basamba\SWIFT6_20221216_004000.wav;16;12;2022;0;40;0;0.04;0.93
2022-12-16 00:40:00;Basamba\SWIFT10_20221216_004000.wav;16;12;2022;0;40;0;0.47;0.37
2022-12-16 00:40:00;Basamba\SWIFT9_20221216_004000.wav;16;12;2022;0;40;0;0.56;0.1
2022-12-16 00:40:00;Basamba\SWIFT 02_20221216_004000.wav;16;12;2022;0;40;0;0.39;0.41
2022-12-16 00:40:00;Basamba\SWIFT 16_20221216_004000.wav;16;12;2022;0;40;0;0.53;0.19
2022-12-16 02:40:00;Basamba\SWIFT 19_20221216_024000.wav;16;12;2022;2;40;0;0.09;0.9
2022-12-16 02:40:00;Basamba\SWIFT6_20221216_024000.wav;16;12;2022;2;40;0;0.04;0.92
2022-12-16 02:40:00;Basamba\SWIFT17_20221216_024000.wav;16;12;2022;2;40;0;0.48;0.24
2022-12-16 02:40:00;Basamba\SWIFT8_20221216_024000.wav;16;12;2022;2;40;0;0.46;0.41
